# quad_name dB/dr
MEBT:QH01 -28.0551555876
MEBT:QV02 20.2626517093
MEBT:QH03 -11.1908940224
MEBT:QV04 6.43562021962
MEBT:QV05 1.17225534595
MEBT:QH06 -4.46973176978
MEBT:QV07 7.48868583951
MEBT:QH08 -8.02105858305
MEBT:QV09 5.17682926665
MEBT:QH10 -7.49039838037
MEBT:QH30 -7.75
MEBT:QV31 9.0
MEBT:QH32 -0.5
MEBT:QV33 0.0
